english,hindi
jitendra,जितेन्द्र
raajendra,राजेन्द्र
santon,सन्तों
inkam,इन्कम
mohit,मोहित
bahalaayenge,बहलाएँगे
bahaakar,बहाकर
kuun,कूँ
muun,मूँ
loti,लोटी
jabake,जबके
gilli,गिल्ली
tufaanon,तुफ़ानोँ
vichhada,विछड़ा
vichhadi,विछड़ी
sitaaji,सीताजी
paraayin,परायीन
puujaaran,पूजारन
badane,बड़ने
puujaari,पूजारी
kaliyon,कलियोँ
bhigoyi,भिगोई
bhigoi,भिगोई
samoyi,समोई
chhilati,छिलती
garibakaane,ग़रीबख़ाने
wasile,वसीले
unawaan,उनवाँ
bichhud,बिछुड़
ganje,गंजे
bahaale,बहाले
hilega,हिलेगा
mulaaqaate,मुलाक़ाते
kunjabihaari,कुंजबिहारी
gholi,घोली
sikhaaoge,सिखाओगे
taaraapapa,तारापपा
chikiririka,चिकिरिरिका
jamaate,जमाते
sahoonga,सहूँगा
pahle,पह्ले
akadana,अकड़ना
padana,पड़ना
kinare,किनरे
badnasibi,बद्नसीबी
sarasaraane,सरसराने
qurbaan,क़ुर्बाँ
mudana,मुड़ना
laharaana,लहराना
lachakana,लचकना
takana,तकना
takna,तकना
bisaar,बिसार
sankalp,संकल्प
hansaa,हंसा
hansa,हंसा
apaar,अपार
jhela,झेला
jaaiyega,जाइयेगा
jaaeeyegaa,जाइयेगा
sharmaake,शर्माके
khatra,खतरा
hanste,हंस्ते
ummidon,उम्मिदों
gahan,गहन
jhingoda,झिंगोड़ा
jhing,झिंग
bichaare,बिचारे
machati,मचाती
machaati,मचाती
nazaro,नज़ारो
nazaaro,नज़ारो
kaharo,कहारो
baharoopiyon,बहरूपियों
tone,टोने
kizaaon,ख़िज़ाओं
khilaati,खिलाती
rusvaaiyaan,रुसवाइयाँ
rusavaayiyaan,रुसवाइयाँ
ruswaayeeyaan,रुसवाइयाँ
rusavaaiyaan,रुसवाइयाँ
bachaata,बचाता
badhaiye,बढ़ाइये
badhaaiye,बढ़ाइये
bachaiye,बचाइये
bachaaiye,बचाइये
hichakhole,हिचकोले
hichakole,हिचकोले
hichkole,हिचकोले
aari,आरी
kehlaye,कहलाए
kahelaaye,कहलाए
chhedhne,छेड़ने
chhedane,छेड़ने
ulajhti,उलझती
ulajhati,उलझती
mitaayin,मिटाईं
kalash,कलश
failaayaa,फैलाया
dhaani,धानी
paapiyon,पापियों
praarthi,प्रार्थी
mukhya,मुख्य
ved,वेद
jagaanevaala,जगानेवाला
gaan,गान
shaantigit,शान्तिगीत
kop,कोप
mitaanevaala,मिटानेवाला
dikhaanevaala,दिखानेवाला
harini,हरिनी
madhusuudan,मधुसूदन
sanhmaarg,सन्मार्ग
banaanevaala,बनानेवाला
banaanewaala,बनानेवाला
naukaraani,नौकरानी
sunaayuungi,सुनाऊंगी
rangvaayi,रंगवाई
rangvayi,रंगवाई
kadke,कड़के
udaoon,उड़ाऊँ
udhaoon,उड़ाऊँ
giraaoon,गिराऊँ
manakon,मनकों
hizaab,हिज़ाब
anup,अनूप
bhitar,भीतर
sarovar,सरोवर
dikhte,दिखते
raaji,राजी
mache,मचे
machane,मचने
machne,मचने
bandishen,बंदिशें
bandishein,बंदिशें
lagaaiye,लगाइये
chuumiye,चूमिये
harf,हर्फ़
bheegate,भीगते
subuk,सुबुक
sarf,सर्फ़
zulmaat,ज़ुल्मात
minaaron,मिनारों
kivaadon,किवाड़ों
daraadon,दराड़ों
zambeel,ज़म्बील
keemiyaa,कीमिया
bachaayenge,बचाएँगे
pahunchaayenge,पहुँचाएँगे
daulu,दौलू
daulataraam,दौलतराम
rachaake,रचाके
takuun,तकूँ
lachakat,लचकत
damakat,दमकत
daamaniya,दामनिया
kahabar,कहबर
champaakali,चम्पाकली
suvaas,सुवास
sataayegi,सतायेगी
soye,सोयें
sataaunga,सताऊँगा
sataayuunga,सताऊँगा
tarasane,तरसने
nikale,नीकले
bala,बाला
baalaa,बाला
baala,बाला
zurm,ज़ुर्म
chil,चिल
lap,लप
udaayenge,उड़ाएंगे
ladaayenge,लडाएंगे
chhedistaan,छेडिस्तान
maanjhe,मांझे
rakhke,रखके
muqaabale,मुक़ाबले
bhiigegii,भीगेगी
bheegegee,भीगेगी
lagaaegii,लगाएगी
lagayegi,लगाएगी
mitaake,मिटाके
mitake,मिटाके
dhamkiyon,धमकियों
hik,हिक
bili,बिलि
angdaai,अन्गडाई
tirchhe,तिरछे
gahareele,गहरीले
paiyya,पैंयाँ
paiyyan,पैंयाँ
mehangi,महंगी
mahangi,महंगी
saste,ससते
vides,विदेस
maayke,मायके
lubhaayen,लुभायें
svaas,स्वास
buland,बुलंद
bhaagunga,भागूंगा
jhaankunga,झाँकूंगा
hasaana,हंसाना
hansaanaa,हंसाना
hansaana,हंसाना
khayalaat,ख्यालात
savalat,सवालात
sawalat,सवालात
takaalina,तकालीना
justuju,जुस्तुजू
rpriit,र्प्रीत
paravaano,परवानो
parawaano,परवानो
duniyaan,दूनियाँ
chunun,चुनूँ
balki,बल्कि
zamane,ज़मने
thukaraayuunga,ठुकराऊंगा
dikhalaayuunga,दिखलाऊंगा
gulistaan,गुलिस्ताँ
chamkile,चमकीले
jhilmilaate,झिलमिलाते
jhilamilaate,झिलमिलाते
daade,दादे
paradaade,परदादे
buron,बुरों
bhalon,भलों
jaama,जामा
khichada,खिचड़ा
qile,क़िले
doharaate,दोहराते
dohraate,दोहराते
laavaaris,लावारिस
baind,बैंड
goron,गोरों
jagamagaake,जगमगाके
jagmagaake,जगमगाके
jagmagake,जगमगाके
bhadakaane,भड़काने
doobegaa,डूबेगा
dubega,डूबेगा
taregaa,तरेगा
bahakaai,बहकाई
tanhaayi,तन्हायी
gheron,घेरों
anpadh,अनपढ़
jhankaren,झनकारें
jhankarein,झनकारें
thali,थाली
mitra,मितरा
suhaagon,सुहागों
chanve,चनवे
chanave,चनवे
jindava,जिंदवा
pudiyaan,पुड़ियाँ
gunde,गुंडे
talavaaron,तलवारों
talvaron,तलवारों
talwaaron,तलवारों
tuutii,टूटीं
bitayein,बितायें
bitaye,बितायें
thame,थामे
kheva,खेवा
sharaba,शराबा
sharaaba,शराबा
laoongi,लाऊँगी
barsaaye,बर्सायें
taram,तरम
anguthi,अँगूठी
haarana,हारना
guzaarana,गुज़ारना
mushakilen,मुशकिलें
sanvaarana,सँवारना
pukaarana,पुकारना
jaavoge,जावोगे
tadapaayegi,तड़पायेगी
mitate,मिटते
jumme,जुम्मे
jummeraat,जुम्मेरात
pados,पड़ोस
dulha,दुलहा
rukuungi,रुकूँगी
kisi,कीसी
peehar,पीहर
pihar,पीहर
fasa,फ़सा
pooch,पूच
puuch,पूच
boonde,बूँदे
sataayega,सताएगा
sataayegaa,सताएगा
satayega,सताएगा
sattayega,सताएगा
bigaade,बिगाड़े
jahannum,जहन्नुम
jaagne,जागने
jaagane,जागने
pigal,पिघल
dildara,दिलदारा
dildaaraa,दिलदारा
diladaaraa,दिलदारा
dikhaayenge,दिखाएँगे
dushmanaa,दुश्मना
puttar,पुत्तर
putar,पुत्तर
sabhy,सभ्य
susheel,सुशील
sanyam,संयम
dildaar,दिलदर
radhaji,राधाजी
jayenge,जायेँगे
karaayaa,कराया
baalaapan,बालापन
manabasiyaa,मनबसिया
manabasiya,मनबसिया
inaayaat,इनायात
sikhaayi,सीखाई
bhulaayunga,भुलाऊँगा
chhupaayunga,छुपाऊँगा
chhupaauungaa,छुपाऊँगा
chhupaunga,छुपाऊँगा
beqaraariyon,बेक़रारियों
gulistan,गुलिस्तान
gulistaan,गुलिस्तान
itti,इत्ती
ittefaq,इत्तेफ़ाक
hoyla,होएला
chaahegi,चाहेगी
karaoon,कराऊँ
karaayuun,कराऊँ
barasaato,बरसातो
bhigoke,भिगोके
jhoken,झोकें
fail,फैल
aazaar,आज़ार
age,अगे
milaayuun,मिलाऊं
pichhee,पीछेए
dikhane,दिखने
dikhne,दिखने
patton,पत्तों
patto,पत्तों
uthkar,उठकर
uthakar,उठकर
bandhanon,बन्धनों
muskuraahaton,मुस्कुराहटों
muskuraayenge,मुस्कुरायेंगे
duniyawaalon,दुनियावालों
duniyaavaalon,दुनियावालों
dukhte,दुखते
dukhate,दुखते
utarte,उतरते
taqdeeron,तक़दीरों
taqadiron,तक़दीरों
takadeeron,तक़दीरों
dilaayega,दिलायेगा
phirunga,फिरूँगा
sud,सुध
bisaraayaa,बिसराया
bisaraaya,बिसराया
nibhaayaa,निभाया
nibhaaya,निभाया
manakaa,मनका
sahamaa,सहमा
ant,अन्त
bhaavanaa,भावना
bhavana,भावना
baaten,बाटें
bhulakar,भुलकर
dukhaake,दुखाके
aajaaye,आजाये
hichkiyon,हिचकियों
hichakiyon,हिचकियों
sakoongi,सकूँगी
sakungi,सकूँगी
roungi,रोऊंगी
guzaaroon,गुज़ारूं
guzaarun,गुज़ारूं
rutabaa,रुतबा
rutba,रुतबा
rutaba,रुतबा
khazaane,खज़ाने
pari,परि
dagamaga,डगमगा
dagamagaa,डगमगा
dagmaga,डगमगा
maanjhi,माँझी
maanjhii,माँझी
maajhi,माँझी
maaji,माँझी
sarkaana,सरकाना
foonkaa,फूँका
likhaaoon,लिखाऊँ
bujhaaungi,बुझाऊंगी
bithaungi,बिठाऊंगी
barbaadi,बर्बादी
barabaadee,बर्बादी
barbaadee,बर्बादी
barbaadii,बर्बादी
paravaan,परवान
dukhaao,दुखाओ
dushavaar,दुशवार
dushvaar,दुशवार
piroye,पिरोये
khilona,खिलोना
khilonaa,खिलोना
purvaai,पुर्वाई
ladaao,लड़ाओ
chhipata,छिपता
jhukata,झुकता
jhukta,झुकता
bulaayen,बुलायें
pasaari,पसारी
ubhre,उभरे
ubhare,उभरे
ganvaai,गंवाई
jaagun,जागूं
jaagoon,जागूं
jaaguun,जागूं
rukti,रुकति
jhukti,झुकति
hich,हिच
hichaki,हिचकी
bichaki,बिचकी
udaati,उड़ाती
udati,उड़ाती
jaalamaan,जालमाँ
itar,इतर
murgi,मुर्गी
